scientificName,type,genusOrAbove,specificEpithet,parsed,parsedPartially,canonicalName,canonicalNameComplete,canonicalNameWithMarker,rankMarker,infraSpecificEpithet,cultivarEpithet,nomStatus,authorship,bracketAuthorship,strain,notho
Phlegmariurus tetrastichoides,SCIENTIFIC,Phlegmariurus,tetrastichoides,True,False,Phlegmariurus tetrastichoides,Phlegmariurus tetrastichoides,Phlegmariurus tetrastichoides,sp.,,,,,,,
Phyllota humifusa,SCIENTIFIC,Phyllota,humifusa,True,False,Phyllota humifusa,Phyllota humifusa,Phyllota humifusa,sp.,,,,,,,
Picris evae,SCIENTIFIC,Picris,evae,True,False,Picris evae,Picris evae,Picris evae,sp.,,,,,,,
Pimelea curviflora var. curviflora,SCIENTIFIC,Pimelea,curviflora,True,False,Pimelea curviflora curviflora,Pimelea curviflora var. curviflora,Pimelea curviflora var. curviflora,var.,curviflora,,,,,,
Pimelea leptospermoides,SCIENTIFIC,Pimelea,leptospermoides,True,False,Pimelea leptospermoides,Pimelea leptospermoides,Pimelea leptospermoides,sp.,,,,,,,
Pimelea pagophila,SCIENTIFIC,Pimelea,pagophila,True,False,Pimelea pagophila,Pimelea pagophila,Pimelea pagophila,sp.,,,,,,,
Pittosporum bracteolatum,SCIENTIFIC,Pittosporum,bracteolatum,True,False,Pittosporum bracteolatum,Pittosporum bracteolatum,Pittosporum bracteolatum,sp.,,,,,,,
Pityrodia augustensis,SCIENTIFIC,Pityrodia,augustensis,True,False,Pityrodia augustensis,Pityrodia augustensis,Pityrodia augustensis,sp.,,,,,,,
Plectranthus gratus = Coleus gratus,DOUBTFUL,Plectranthus,gratus,True,False,Plectranthus gratus gratus,Plectranthus gratus gratus,Plectranthus gratus gratus,infrasp.,gratus,,,,,,
Plectranthus leiperi = Coleus leiperi,DOUBTFUL,Plectranthus,leiperi,True,False,Plectranthus leiperi leiperi,Plectranthus leiperi leiperi,Plectranthus leiperi leiperi,infrasp.,leiperi,,,,,,
Pleuropappus phyllocalymmeus = Angianthus phyllocalymmeus,DOUBTFUL,Pleuropappus,phyllocalymmeus,True,False,Pleuropappus phyllocalymmeus phyllocalymmeus,Pleuropappus phyllocalymmeus phyllocalymmeus,Pleuropappus phyllocalymmeus phyllocalymmeus,infrasp.,phyllocalymmeus,,,,,,
Poa sallacustris,SCIENTIFIC,Poa,sallacustris,True,False,Poa sallacustris,Poa sallacustris,Poa sallacustris,sp.,,,,,,,
Polianthion minutiflorum,SCIENTIFIC,Polianthion,minutiflorum,True,False,Polianthion minutiflorum,Polianthion minutiflorum,Polianthion minutiflorum,sp.,,,,,,,
Polyscias bellendenkerensis,SCIENTIFIC,Polyscias,bellendenkerensis,True,False,Polyscias bellendenkerensis,Polyscias bellendenkerensis,Polyscias bellendenkerensis,sp.,,,,,,,
Pomaderris brunnea,SCIENTIFIC,Pomaderris,brunnea,True,False,Pomaderris brunnea,Pomaderris brunnea,Pomaderris brunnea,sp.,,,,,,,
Pomaderris clivicola,SCIENTIFIC,Pomaderris,clivicola,True,False,Pomaderris clivicola,Pomaderris clivicola,Pomaderris clivicola,sp.,,,,,,,
Pomaderris halmaturina subsp. halmaturina,SCIENTIFIC,Pomaderris,halmaturina,True,False,Pomaderris halmaturina halmaturina,Pomaderris halmaturina subsp. halmaturina,Pomaderris halmaturina subsp. halmaturina,subsp.,halmaturina,,,,,,
Pomaderris pallida,SCIENTIFIC,Pomaderris,pallida,True,False,Pomaderris pallida,Pomaderris pallida,Pomaderris pallida,sp.,,,,,,,
Pomaderris parrisiae,SCIENTIFIC,Pomaderris,parrisiae,True,False,Pomaderris parrisiae,Pomaderris parrisiae,Pomaderris parrisiae,sp.,,,,,,,
Pomaderris pilifera subsp. talpicutica,SCIENTIFIC,Pomaderris,pilifera,True,False,Pomaderris pilifera talpicutica,Pomaderris pilifera subsp. talpicutica,Pomaderris pilifera subsp. talpicutica,subsp.,talpicutica,,,,,,
Pomaderris sericea,SCIENTIFIC,Pomaderris,sericea,True,False,Pomaderris sericea,Pomaderris sericea,Pomaderris sericea,sp.,,,,,,,
Pomaderris subplicata,SCIENTIFIC,Pomaderris,subplicata,True,False,Pomaderris subplicata,Pomaderris subplicata,Pomaderris subplicata,sp.,,,,,,,
Poranthera petalifera,SCIENTIFIC,Poranthera,petalifera,True,False,Poranthera petalifera,Poranthera petalifera,Poranthera petalifera,sp.,,,,,,,
Prasophyllum colemaniae = Prasophyllum colemaniarum,DOUBTFUL,Prasophyllum,colemaniae,True,False,Prasophyllum colemaniae colemaniarum,Prasophyllum colemaniae morph colemaniarum,Prasophyllum colemaniae morph colemaniarum,morph,colemaniarum,,,,,,
Prasophyllum fuscum,SCIENTIFIC,Prasophyllum,fuscum,True,False,Prasophyllum fuscum,Prasophyllum fuscum,Prasophyllum fuscum,sp.,,,,,,,
Prasophyllum morganii,SCIENTIFIC,Prasophyllum,morganii,True,False,Prasophyllum morganii,Prasophyllum morganii,Prasophyllum morganii,sp.,,,,,,,
Prasophyllum pallidum,SCIENTIFIC,Prasophyllum,pallidum,True,False,Prasophyllum pallidum,Prasophyllum pallidum,Prasophyllum pallidum,sp.,,,,,,,
Prasophyllum spicatum,SCIENTIFIC,Prasophyllum,spicatum,True,False,Prasophyllum spicatum,Prasophyllum spicatum,Prasophyllum spicatum,sp.,,,,,,,
Prasophyllum validum,SCIENTIFIC,Prasophyllum,validum,True,False,Prasophyllum validum,Prasophyllum validum,Prasophyllum validum,sp.,,,,,,,
Prasophyllum wallum,SCIENTIFIC,Prasophyllum,wallum,True,False,Prasophyllum wallum,Prasophyllum wallum,Prasophyllum wallum,sp.,,,,,,,
Prostanthera calycina,SCIENTIFIC,Prostanthera,calycina,True,False,Prostanthera calycina,Prostanthera calycina,Prostanthera calycina,sp.,,,,,,,
Prostanthera cineolifera,SCIENTIFIC,Prostanthera,cineolifera,True,False,Prostanthera cineolifera,Prostanthera cineolifera,Prostanthera cineolifera,sp.,,,,,,,
Prostanthera cryptandroides subsp. cryptandroides,SCIENTIFIC,Prostanthera,cryptandroides,True,False,Prostanthera cryptandroides cryptandroides,Prostanthera cryptandroides subsp. cryptandroides,Prostanthera cryptandroides subsp. cryptandroides,subsp.,cryptandroides,,,,,,
Prostanthera densa,SCIENTIFIC,Prostanthera,densa,True,False,Prostanthera densa,Prostanthera densa,Prostanthera densa,sp.,,,,,,,
Prostanthera discolor,SCIENTIFIC,Prostanthera,discolor,True,False,Prostanthera discolor,Prostanthera discolor,Prostanthera discolor,sp.,,,,,,,
Prostanthera galbraithiae,SCIENTIFIC,Prostanthera,galbraithiae,True,False,Prostanthera galbraithiae,Prostanthera galbraithiae,Prostanthera galbraithiae,sp.,,,,,,,
Prostanthera nudula,SCIENTIFIC,Prostanthera,nudula,True,False,Prostanthera nudula,Prostanthera nudula,Prostanthera nudula,sp.,,,,,,,
Prostanthera schultzii,SCIENTIFIC,Prostanthera,schultzii,True,False,Prostanthera schultzii,Prostanthera schultzii,Prostanthera schultzii,sp.,,,,,,,
Prostanthera sp. Dunmore (D.M.Gordon 8A),INFORMAL,Prostanthera,sp.Dunmore(D.M.Gordon 8A),True,False,Prostanthera sp.Dunmore(D.M.Gordon-8A),Prostanthera sp.Dunmore(D.M.Gordon-8A),Prostanthera sp.Dunmore(D.M.Gordon-8A),sp.,,,,,,,
Prostanthera spathulata,SCIENTIFIC,Prostanthera,spathulata,True,False,Prostanthera spathulata,Prostanthera spathulata,Prostanthera spathulata,sp.,,,,,,,
Prostanthera stricta,SCIENTIFIC,Prostanthera,stricta,True,False,Prostanthera stricta,Prostanthera stricta,Prostanthera stricta,sp.,,,,,,,
Pseudocephalozia paludicola,SCIENTIFIC,Pseudocephalozia,paludicola,True,False,Pseudocephalozia paludicola,Pseudocephalozia paludicola,Pseudocephalozia paludicola,sp.,,,,,,,
Pterostylis arenicola,SCIENTIFIC,Pterostylis,arenicola,True,False,Pterostylis arenicola,Pterostylis arenicola,Pterostylis arenicola,sp.,,,,,,,
Pterostylis bicornis,SCIENTIFIC,Pterostylis,bicornis,True,False,Pterostylis bicornis,Pterostylis bicornis,Pterostylis bicornis,sp.,,,,,,,
Pterostylis cheraphila,SCIENTIFIC,Pterostylis,cheraphila,True,False,Pterostylis cheraphila,Pterostylis cheraphila,Pterostylis cheraphila,sp.,,,,,,,
Pterostylis chlorogramma,SCIENTIFIC,Pterostylis,chlorogramma,True,False,Pterostylis chlorogramma,Pterostylis chlorogramma,Pterostylis chlorogramma,sp.,,,,,,,
Pterostylis cucullata,SCIENTIFIC,Pterostylis,cucullata,True,False,Pterostylis cucullata,Pterostylis cucullata,Pterostylis cucullata,sp.,,,,,,,
Pterostylis mirabilis,SCIENTIFIC,Pterostylis,mirabilis,True,False,Pterostylis mirabilis,Pterostylis mirabilis,Pterostylis mirabilis,sp.,,,,,,,
Pterostylis pratensis,SCIENTIFIC,Pterostylis,pratensis,True,False,Pterostylis pratensis,Pterostylis pratensis,Pterostylis pratensis,sp.,,,,,,,
Pterostylis pulchella,SCIENTIFIC,Pterostylis,pulchella,True,False,Pterostylis pulchella,Pterostylis pulchella,Pterostylis pulchella,sp.,,,,,,,
Pterostylis tenuissima,SCIENTIFIC,Pterostylis,tenuissima,True,False,Pterostylis tenuissima,Pterostylis tenuissima,Pterostylis tenuissima,sp.,,,,,,,
Pterostylis xerophila,SCIENTIFIC,Pterostylis,xerophila,True,False,Pterostylis xerophila,Pterostylis xerophila,Pterostylis xerophila,sp.,,,,,,,
Pterostylis ziegeleri,SCIENTIFIC,Pterostylis,ziegeleri,True,False,Pterostylis ziegeleri,Pterostylis ziegeleri,Pterostylis ziegeleri,sp.,,,,,,,
Ptilotus beckerianus,SCIENTIFIC,Ptilotus,beckerianus,True,False,Ptilotus beckerianus,Ptilotus beckerianus,Ptilotus beckerianus,sp.,,,,,,,
Ptychosema pusillum,SCIENTIFIC,Ptychosema,pusillum,True,False,Ptychosema pusillum,Ptychosema pusillum,Ptychosema pusillum,sp.,,,,,,,
Pultenaea aristata,SCIENTIFIC,Pultenaea,aristata,True,False,Pultenaea aristata,Pultenaea aristata,Pultenaea aristata,sp.,,,,,,,
Pultenaea glabra,SCIENTIFIC,Pultenaea,glabra,True,False,Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,sp.,,,,,,,
Pultenaea parrisiae,SCIENTIFIC,Pultenaea,parrisiae,True,False,Pultenaea parrisiae,Pultenaea parrisiae,Pultenaea parrisiae,sp.,,,,,,,
Pultenaea parviflora,SCIENTIFIC,Pultenaea,parviflora,True,False,Pultenaea parviflora,Pultenaea parviflora,Pultenaea parviflora,sp.,,,,,,,
Pultenaea pauciflora,SCIENTIFIC,Pultenaea,pauciflora,True,False,Pultenaea pauciflora,Pultenaea pauciflora,Pultenaea pauciflora,sp.,,,,,,,
Pultenaea setulosa,SCIENTIFIC,Pultenaea,setulosa,True,False,Pultenaea setulosa,Pultenaea setulosa,Pultenaea setulosa,sp.,,,,,,,
Pultenaea villifera var. glabrescens,SCIENTIFIC,Pultenaea,villifera,True,False,Pultenaea villifera glabrescens,Pultenaea villifera var. glabrescens,Pultenaea villifera var. glabrescens,var.,glabrescens,,,,,,
Pultenaea williamsoniana,SCIENTIFIC,Pultenaea,williamsoniana,True,False,Pultenaea williamsoniana,Pultenaea williamsoniana,Pultenaea williamsoniana,sp.,,,,,,,
Ranunculus anemoneus,SCIENTIFIC,Ranunculus,anemoneus,True,False,Ranunculus anemoneus,Ranunculus anemoneus,Ranunculus anemoneus,sp.,,,,,,,
Rhagodia acicularis,SCIENTIFIC,Rhagodia,acicularis,True,False,Rhagodia acicularis,Rhagodia acicularis,Rhagodia acicularis,sp.,,,,,,,
Rhaphidospora bonneyana,SCIENTIFIC,Rhaphidospora,bonneyana,True,False,Rhaphidospora bonneyana,Rhaphidospora bonneyana,Rhaphidospora bonneyana,sp.,,,,,,,
Rhaponticum australe,SCIENTIFIC,Rhaponticum,australe,True,False,Rhaponticum australe,Rhaponticum australe,Rhaponticum australe,sp.,,,,,,,
Rhinerrhizopsis matutina,SCIENTIFIC,Rhinerrhizopsis,matutina,True,False,Rhinerrhizopsis matutina,Rhinerrhizopsis matutina,Rhinerrhizopsis matutina,sp.,,,,,,,
Ricinocarpos gloria-medii,SCIENTIFIC,Ricinocarpos,gloria-medii,True,False,Ricinocarpos gloria-medii,Ricinocarpos gloria-medii,Ricinocarpos gloria-medii,sp.,,,,,,,
Ristantia gouldii,SCIENTIFIC,Ristantia,gouldii,True,False,Ristantia gouldii,Ristantia gouldii,Ristantia gouldii,sp.,,,,,,,
Romnalda strobilacea,SCIENTIFIC,Romnalda,strobilacea,True,False,Romnalda strobilacea,Romnalda strobilacea,Romnalda strobilacea,sp.,,,,,,,
Rutidosis heterogama,SCIENTIFIC,Rutidosis,heterogama,True,False,Rutidosis heterogama,Rutidosis heterogama,Rutidosis heterogama,sp.,,,,,,,
Rutidosis leiolepis,SCIENTIFIC,Rutidosis,leiolepis,True,False,Rutidosis leiolepis,Rutidosis leiolepis,Rutidosis leiolepis,sp.,,,,,,,
Rytidosperma pumilum,SCIENTIFIC,Rytidosperma,pumilum,True,False,Rytidosperma pumilum,Rytidosperma pumilum,Rytidosperma pumilum,sp.,,,,,,,
Samadera bidwillii,SCIENTIFIC,Samadera,bidwillii,True,False,Samadera bidwillii,Samadera bidwillii,Samadera bidwillii,sp.,,,,,,,
Sannantha crenulata,SCIENTIFIC,Sannantha,crenulata,True,False,Sannantha crenulata,Sannantha crenulata,Sannantha crenulata,sp.,,,,,,,
Sannantha tozerensis,SCIENTIFIC,Sannantha,tozerensis,True,False,Sannantha tozerensis,Sannantha tozerensis,Sannantha tozerensis,sp.,,,,,,,
Sarcochilus fitzgeraldii,SCIENTIFIC,Sarcochilus,fitzgeraldii,True,False,Sarcochilus fitzgeraldii,Sarcochilus fitzgeraldii,Sarcochilus fitzgeraldii,sp.,,,,,,,
Sarcochilus hartmannii,SCIENTIFIC,Sarcochilus,hartmannii,True,False,Sarcochilus hartmannii,Sarcochilus hartmannii,Sarcochilus hartmannii,sp.,,,,,,,
Sarcochilus hirticalcar,SCIENTIFIC,Sarcochilus,hirticalcar,True,False,Sarcochilus hirticalcar,Sarcochilus hirticalcar,Sarcochilus hirticalcar,sp.,,,,,,,
Sarcochilus weinthalii,SCIENTIFIC,Sarcochilus,weinthalii,True,False,Sarcochilus weinthalii,Sarcochilus weinthalii,Sarcochilus weinthalii,sp.,,,,,,,
Sclerolaena blakei,SCIENTIFIC,Sclerolaena,blakei,True,False,Sclerolaena blakei,Sclerolaena blakei,Sclerolaena blakei,sp.,,,,,,,
Sclerolaena walkeri,SCIENTIFIC,Sclerolaena,walkeri,True,False,Sclerolaena walkeri,Sclerolaena walkeri,Sclerolaena walkeri,sp.,,,,,,,
Selaginella andrewsii,SCIENTIFIC,Selaginella,andrewsii,True,False,Selaginella andrewsii,Selaginella andrewsii,Selaginella andrewsii,sp.,,,,,,,
Senecio australis,SCIENTIFIC,Senecio,australis,True,False,Senecio australis,Senecio australis,Senecio australis,sp.,,,,,,,
Senecio hooglandii,SCIENTIFIC,Senecio,hooglandii,True,False,Senecio hooglandii,Senecio hooglandii,Senecio hooglandii,sp.,,,,,,,
Senecio macrocarpus,SCIENTIFIC,Senecio,macrocarpus,True,False,Senecio macrocarpus,Senecio macrocarpus,Senecio macrocarpus,sp.,,,,,,,
Senecio megaglossus,SCIENTIFIC,Senecio,megaglossus,True,False,Senecio megaglossus,Senecio megaglossus,Senecio megaglossus,sp.,,,,,,,
Senecio psilocarpus,SCIENTIFIC,Senecio,psilocarpus,True,False,Senecio psilocarpus,Senecio psilocarpus,Senecio psilocarpus,sp.,,,,,,,
Solanum dunalianum,SCIENTIFIC,Solanum,dunalianum,True,False,Solanum dunalianum,Solanum dunalianum,Solanum dunalianum,sp.,,,,,,,
Solanum karsense,SCIENTIFIC,Solanum,karsense,True,False,Solanum karsense,Solanum karsense,Solanum karsense,sp.,,,,,,,
Sophora fraseri,SCIENTIFIC,Sophora,fraseri,True,False,Sophora fraseri,Sophora fraseri,Sophora fraseri,sp.,,,,,,,
Spyridium coactilifolium,SCIENTIFIC,Spyridium,coactilifolium,True,False,Spyridium coactilifolium,Spyridium coactilifolium,Spyridium coactilifolium,sp.,,,,,,,
Spyridium eriocephalum var. glabrisepalum = Spyridium glabrisepalum,DOUBTFUL,Spyridium,eriocephalum,True,True,Spyridium eriocephalum glabrisepalum,Spyridium eriocephalum var. glabrisepalum,Spyridium eriocephalum var. glabrisepalum,var.,glabrisepalum,,,,,,
Spyridium obcordatum,SCIENTIFIC,Spyridium,obcordatum,True,False,Spyridium obcordatum,Spyridium obcordatum,Spyridium obcordatum,sp.,,,,,,,
Stachystemon nematophorus,SCIENTIFIC,Stachystemon,nematophorus,True,False,Stachystemon nematophorus,Stachystemon nematophorus,Stachystemon nematophorus,sp.,,,,,,,
Stackhousia annua,SCIENTIFIC,Stackhousia,annua,True,False,Stackhousia annua,Stackhousia annua,Stackhousia annua,sp.,,,,,,,
Stenanthemum pimeleoides,SCIENTIFIC,Stenanthemum,pimeleoides,True,False,Stenanthemum pimeleoides,Stenanthemum pimeleoides,Stenanthemum pimeleoides,sp.,,,,,,,
Stylidium galioides,SCIENTIFIC,Stylidium,galioides,True,False,Stylidium galioides,Stylidium galioides,Stylidium galioides,sp.,,,,,,,
Swainsona murrayana,SCIENTIFIC,Swainsona,murrayana,True,False,Swainsona murrayana,Swainsona murrayana,Swainsona murrayana,sp.,,,,,,,
Swainsona plagiotropis,SCIENTIFIC,Swainsona,plagiotropis,True,False,Swainsona plagiotropis,Swainsona plagiotropis,Swainsona plagiotropis,sp.,,,,,,,
Swainsona pyrophila,SCIENTIFIC,Swainsona,pyrophila,True,False,Swainsona pyrophila,Swainsona pyrophila,Swainsona pyrophila,sp.,,,,,,,
Symplocos baeuerlenii,SCIENTIFIC,Symplocos,baeuerlenii,True,False,Symplocos baeuerlenii,Symplocos baeuerlenii,Symplocos baeuerlenii,sp.,,,,,,,
Syzygium hodgkinsoniae,SCIENTIFIC,Syzygium,hodgkinsoniae,True,False,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,sp.,,,,,,,
Syzygium moorei,SCIENTIFIC,Syzygium,moorei,True,False,Syzygium moorei,Syzygium moorei,Syzygium moorei,sp.,,,,,,,
Syzygium paniculatum,SCIENTIFIC,Syzygium,paniculatum,True,False,Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,sp.,,,,,,,
Syzygium velarum,SCIENTIFIC,Syzygium,velarum,True,False,Syzygium velarum,Syzygium velarum,Syzygium velarum,sp.,,,,,,,
Taeniophyllum norfolkianum,SCIENTIFIC,Taeniophyllum,norfolkianum,True,False,Taeniophyllum norfolkianum,Taeniophyllum norfolkianum,Taeniophyllum norfolkianum,sp.,,,,,,,
Taraxacum cygnorum,SCIENTIFIC,Taraxacum,cygnorum,True,False,Taraxacum cygnorum,Taraxacum cygnorum,Taraxacum cygnorum,sp.,,,,,,,
Tasmannia glaucifolia,SCIENTIFIC,Tasmannia,glaucifolia,True,False,Tasmannia glaucifolia,Tasmannia glaucifolia,Tasmannia glaucifolia,sp.,,,,,,,
Tecticornia bulbosa,SCIENTIFIC,Tecticornia,bulbosa,True,False,Tecticornia bulbosa,Tecticornia bulbosa,Tecticornia bulbosa,sp.,,,,,,,
Tecticornia flabelliformis,SCIENTIFIC,Tecticornia,flabelliformis,True,False,Tecticornia flabelliformis,Tecticornia flabelliformis,Tecticornia flabelliformis,sp.,,,,,,,
Tephrosia leveillei,SCIENTIFIC,Tephrosia,leveillei,True,False,Tephrosia leveillei,Tephrosia leveillei,Tephrosia leveillei,sp.,,,,,,,
Tetraria australiensis = Morelotia australiensis,DOUBTFUL,Tetraria,australiensis,True,False,Tetraria australiensis australiensis,Tetraria australiensis australiensis,Tetraria australiensis australiensis,infrasp.,australiensis,,,,,,
Tetratheca aphylla,SCIENTIFIC,Tetratheca,aphylla,True,False,Tetratheca aphylla,Tetratheca aphylla,Tetratheca aphylla,sp.,,,,,,,
Tetratheca harperi,SCIENTIFIC,Tetratheca,harperi,True,False,Tetratheca harperi,Tetratheca harperi,Tetratheca harperi,sp.,,,,,,,
Tetratheca juncea,SCIENTIFIC,Tetratheca,juncea,True,False,Tetratheca juncea,Tetratheca juncea,Tetratheca juncea,sp.,,,,,,,
Thelymitra mackibbinii,SCIENTIFIC,Thelymitra,mackibbinii,True,False,Thelymitra mackibbinii,Thelymitra mackibbinii,Thelymitra mackibbinii,sp.,,,,,,,
Thelymitra matthewsii,SCIENTIFIC,Thelymitra,matthewsii,True,False,Thelymitra matthewsii,Thelymitra matthewsii,Thelymitra matthewsii,sp.,,,,,,,
Thelymitra psammophila,SCIENTIFIC,Thelymitra,psammophila,True,False,Thelymitra psammophila,Thelymitra psammophila,Thelymitra psammophila,sp.,,,,,,,
Thesium australe,SCIENTIFIC,Thesium,australe,True,False,Thesium australe,Thesium australe,Thesium australe,sp.,,,,,,,
Thomasia glabripetala,SCIENTIFIC,Thomasia,glabripetala,True,False,Thomasia glabripetala,Thomasia glabripetala,Thomasia glabripetala,sp.,,,,,,,
Thomasia montana,SCIENTIFIC,Thomasia,montana,True,False,Thomasia montana,Thomasia montana,Thomasia montana,sp.,,,,,,,
Thryptomene wittweri,SCIENTIFIC,Thryptomene,wittweri,True,False,Thryptomene wittweri,Thryptomene wittweri,Thryptomene wittweri,sp.,,,,,,,
Tmesipteris norfolkensis,SCIENTIFIC,Tmesipteris,norfolkensis,True,False,Tmesipteris norfolkensis,Tmesipteris norfolkensis,Tmesipteris norfolkensis,sp.,,,,,,,
Tomophyllum walleri,SCIENTIFIC,Tomophyllum,walleri,True,False,Tomophyllum walleri,Tomophyllum walleri,Tomophyllum walleri,sp.,,,,,,,
Tribonanthes purpurea,SCIENTIFIC,Tribonanthes,purpurea,True,False,Tribonanthes purpurea,Tribonanthes purpurea,Tribonanthes purpurea,sp.,,,,,,,
Trichanthodium baracchianum,SCIENTIFIC,Trichanthodium,baracchianum,True,False,Trichanthodium baracchianum,Trichanthodium baracchianum,Trichanthodium baracchianum,sp.,,,,,,,
Triplarina nitchaga,SCIENTIFIC,Triplarina,nitchaga,True,False,Triplarina nitchaga,Triplarina nitchaga,Triplarina nitchaga,sp.,,,,,,,
Tropilis callitrophilis = Dendrobium callitrophilum,DOUBTFUL,Tropilis,callitrophilis,True,False,Tropilis callitrophilis callitrophilum,Tropilis callitrophilis morph callitrophilum,Tropilis callitrophilis morph callitrophilum,morph,callitrophilum,,,,,,
Ungeria floribunda,SCIENTIFIC,Ungeria,floribunda,True,False,Ungeria floribunda,Ungeria floribunda,Ungeria floribunda,sp.,,,,,,,
Vanda hindsii,SCIENTIFIC,Vanda,hindsii,True,False,Vanda hindsii,Vanda hindsii,Vanda hindsii,sp.,,,,,,,
Vappodes phalaenopsis,SCIENTIFIC,Vappodes,phalaenopsis,True,False,Vappodes phalaenopsis,Vappodes phalaenopsis,Vappodes phalaenopsis,sp.,,,,,,,
Velleia perfoliata,SCIENTIFIC,Velleia,perfoliata,True,False,Velleia perfoliata,Velleia perfoliata,Velleia perfoliata,sp.,,,,,,,
Veronica ciliolata,SCIENTIFIC,Veronica,ciliolata,True,False,Veronica ciliolata,Veronica ciliolata,Veronica ciliolata,sp.,,,,,,,
Verticordia carinata,SCIENTIFIC,Verticordia,carinata,True,False,Verticordia carinata,Verticordia carinata,Verticordia carinata,sp.,,,,,,,
Verticordia crebra,SCIENTIFIC,Verticordia,crebra,True,False,Verticordia crebra,Verticordia crebra,Verticordia crebra,sp.,,,,,,,
Verticordia fimbrilepis subsp. australis,SCIENTIFIC,Verticordia,fimbrilepis,True,False,Verticordia fimbrilepis australis,Verticordia fimbrilepis subsp. australis,Verticordia fimbrilepis subsp. australis,subsp.,australis,,,,,,
Verticordia helichrysantha,SCIENTIFIC,Verticordia,helichrysantha,True,False,Verticordia helichrysantha,Verticordia helichrysantha,Verticordia helichrysantha,sp.,,,,,,,
Westringia cremnophila,SCIENTIFIC,Westringia,cremnophila,True,False,Westringia cremnophila,Westringia cremnophila,Westringia cremnophila,sp.,,,,,,,
Westringia davidii,SCIENTIFIC,Westringia,davidii,True,False,Westringia davidii,Westringia davidii,Westringia davidii,sp.,,,,,,,
Westringia parvifolia,SCIENTIFIC,Westringia,parvifolia,True,False,Westringia parvifolia,Westringia parvifolia,Westringia parvifolia,sp.,,,,,,,
Westringia rupicola,SCIENTIFIC,Westringia,rupicola,True,False,Westringia rupicola,Westringia rupicola,Westringia rupicola,sp.,,,,,,,
